image_link,group_id,entity_name,entity_value,output,model_input
https://m.media-amazon.com/images/I/61-oj+N+BxL.jpg,459516,item_volume,30.0 millilitre,"South Moon
CAUTION
Dendrobium &Mullein
Tendis forestenaa
Extract Herbal Drop
STORAGE
Powerful Lung Support
Cleanse-
Se noloy pace way
Respiratory
frmsunigtKeep otof
eact ofohidte
Manufac.uier
Shantou Cress-coder
Premium Proousts
E-comerce CoLid
Adress
Rocn5.Buling6 Buiding
1901C.nyBsess
Certe.15aiin
Rced Sharicu.
Seff ie ers
Net.30ml
robium&Mullein
ict Herbal Drop
rful Lung Support
nse
iratory
C
Balance
Enhance
 breathing function
mucus levels
Maximum
Cleans &
MAX
potency
L.oz
g function
Clpansways
Balans levels
30ml/1fl.oz
VEGANGMO FREEISO
VEGANGMO FREEISO","Type: item_volume | OCR: South Moon
CAUTION
Dendrobium &Mullein
Tendis forestenaa
Extract Herbal Drop
STORAGE
Powerful Lung Support
Cleanse-
Se noloy pace way
Respiratory
frmsunigtKeep otof
eact ofohidte
Manufac.uier
Shantou Cress-coder
Premium Proousts
E-comerce CoLid
Adress
Rocn5.Buling6 Buiding
1901C.nyBsess
Certe.15aiin
Rced Sharicu.
Seff ie ers
Net.30ml
robium&Mullein
ict Herbal Drop
rful Lung Support
nse
iratory
C
Balance
Enhance
 breathing function
mucus levels
Maximum
Cleans &
MAX
potency
L.oz
g function
Clpansways
Balans levels
30ml/1fl.oz
VEGANGMO FREEISO
VEGANGMO FREEISO | Extracted Measurement: 30 ml"
https://m.media-amazon.com/images/I/71e6kJLE+LL.jpg,459516,item_volume,30.0 millilitre,"DENDROBIUM & MULLEN
EXTRACTHERBAL DROP
before
after
CLTIOC
Dendrobium &Mullein
ae
Extract Herbal Drop
STIORE
Sehw dypaeny
Per.nd
Ece.
rBkingaB.Mg
annEses
Cara  
Net 3om
ct Herbal.Dro
Balans evels
Cansiways
@Maxnym
n
Bal
30ml/1fl.oz
VEGANGMO FREEISO
VEGANGMO FREEISO","Type: item_volume | OCR: DENDROBIUM & MULLEN
EXTRACTHERBAL DROP
before
after
CLTIOC
Dendrobium &Mullein
ae
Extract Herbal Drop
STIORE
Sehw dypaeny
Per.nd
Ece.
rBkingaB.Mg
annEses
Cara  
Net 3om
ct Herbal.Dro
Balans evels
Cansiways
@Maxnym
n
Bal
30ml/1fl.oz
VEGANGMO FREEISO
VEGANGMO FREEISO | Extracted Measurement: 30 ml"
https://m.media-amazon.com/images/I/71SuzaRS7gL.jpg,459516,item_volume,30.0 millilitre,"South Moor
enaghreen
Dendrobium &Muliein
Extract Herbal Drop
STCRMEE
Powerful Lung Support
Respiratory.
Ee
HERBALDROPS OF DENDROBIOM
Beah
AND PISTILUS EXTRACTS
Net.30m
ict Herbal Drope
The herbal drops are absorbed under the.
tongue. The ingredients act on the lungs
Eang unction
Canaiways
Maximum
and respiratory system through the blood,
Oans
stimulate and dilute the mucus in the trachea
30ml/1fl.oz
VEGAN-GMO FREEISO
VEGANGMO FREEISO
and lungs, help expel sputum and lung residues
within 2 hours, and dredge the airway..","Type: item_volume | OCR: South Moor
enaghreen
Dendrobium &Muliein
Extract Herbal Drop
STCRMEE
Powerful Lung Support
Respiratory.
Ee
HERBALDROPS OF DENDROBIOM
Beah
AND PISTILUS EXTRACTS
Net.30m
ict Herbal Drope
The herbal drops are absorbed under the.
tongue. The ingredients act on the lungs
Eang unction
Canaiways
Maximum
and respiratory system through the blood,
Oans
stimulate and dilute the mucus in the trachea
30ml/1fl.oz
VEGAN-GMO FREEISO
VEGANGMO FREEISO
and lungs, help expel sputum and lung residues
within 2 hours, and dredge the airway.. | Extracted Measurement: 30 ml"
https://m.media-amazon.com/images/I/71nsfFCXF0L.jpg,459516,item_volume,30.0 millilitre,"CLICE
Dendrobium &Mullein
Teoarstremal
 i
Extract Herbal Drop
STCRAGE
Powerful Lung Support
Srer op
Respiratory
Nanradm
FerumPrdu.s
En
xdes
Ce15Habn
Net.30m
oblum &Mullein
ct Herbal Drop
lana way
Maximyn
Cpana
30ml/1fl.oz
VEGANGMO FREEISO
Herbal
Relieve
To the
extract
pain
throat
Oral
Mild and
Longterm
bacteriostasis
comfortable
protection","Type: item_volume | OCR: CLICE
Dendrobium &Mullein
Teoarstremal
 i
Extract Herbal Drop
STCRAGE
Powerful Lung Support
Srer op
Respiratory
Nanradm
FerumPrdu.s
En
xdes
Ce15Habn
Net.30m
oblum &Mullein
ct Herbal Drop
lana way
Maximyn
Cpana
30ml/1fl.oz
VEGANGMO FREEISO
Herbal
Relieve
To the
extract
pain
throat
Oral
Mild and
Longterm
bacteriostasis
comfortable
protection | Extracted Measurement: 30 ml"
https://m.media-amazon.com/images/I/71hgN7yu9OL.jpg,459516,item_volume,30.0 millilitre,"MAIN COMPONENTS
Purified Water
Dendrobium
Mullein Extract
  
 unction
Elderberry
30ml/1fl.oz
EGAN-GMO FREEIS
VEGAN GMO FREEI
Grape Seed Oil
Burdock Leaf","Type: item_volume | OCR: MAIN COMPONENTS
Purified Water
Dendrobium
Mullein Extract
  
 unction
Elderberry
30ml/1fl.oz
EGAN-GMO FREEIS
VEGAN GMO FREEI
Grape Seed Oil
Burdock Leaf | Extracted Measurement: 30 ml"
https://m.media-amazon.com/images/I/61SmT8pkLtL.jpg,529606,item_weight,2 ounce,"TERPENEINFUSED
100%S0Y
AROMATHERAPY CANDLE
ALL-NATURAL
100%BOTANICAL
HEMPWICK
PLANTTERPENES
2GRAMSPERCANDLE
100%SOY
CLEANEST
REAL
BURNINGWAX
Runtoy
20ZJAR
WITHLID
""SOFT-TOUCH""
MATTE FINISH","Type: item_weight | OCR: TERPENEINFUSED
100%S0Y
AROMATHERAPY CANDLE
ALL-NATURAL
100%BOTANICAL
HEMPWICK
PLANTTERPENES
2GRAMSPERCANDLE
100%SOY
CLEANEST
REAL
BURNINGWAX
Runtoy
20ZJAR
WITHLID
""SOFT-TOUCH""
MATTE FINISH | Extracted Measurement: 2 gram"
https://m.media-amazon.com/images/I/71ZtDgGX+iL.jpg,299791,item_weight,8.1 gram,"INFORMATION
 Chain Length: 48+5 cm
Material: Titanium Steel
Size:2013 mm
Weight: 8.1 g (About)
Tips:The size of the product is measured manually
and may be subject to marginal error.
20 mm
Custom
Text
Love
you
13 mm","Type: item_weight | OCR: INFORMATION
 Chain Length: 48+5 cm
Material: Titanium Steel
Size:2013 mm
Weight: 8.1 g (About)
Tips:The size of the product is measured manually
and may be subject to marginal error.
20 mm
Custom
Text
Love
you
13 mm | Extracted Measurement: 8.1 g"
https://m.media-amazon.com/images/I/413FQB0ZMLL.jpg,308856,item_weight,2 kilogram,"AMAAA
2kg
REE
CANINE
CREEK
LIFE PRESERVATION FORMULA
PROTEIN
30%
FAT
24%
SINGLE GRAIN
ALL BREED ALLAGE FORMULA
BREEDER PACK","Type: item_weight | OCR: AMAAA
2kg
REE
CANINE
CREEK
LIFE PRESERVATION FORMULA
PROTEIN
30%
FAT
24%
SINGLE GRAIN
ALL BREED ALLAGE FORMULA
BREEDER PACK | Extracted Measurement: 2 kg"
https://m.media-amazon.com/images/I/41EjbFu-+yL.jpg,308856,item_weight,10 kilogram,"CANINE
CREEK
NoKg
Club
ITIMATE
THE
DET
Clud
USA","Type: item_weight | OCR: CANINE
CREEK
NoKg
Club
ITIMATE
THE
DET
Clud
USA | Extracted Measurement: "
https://m.media-amazon.com/images/I/71dWDwMhWmS.jpg,681445,item_weight,500.0 kilogram,"RUTED
ENGUSH","Type: item_weight | OCR: RUTED
ENGUSH | Extracted Measurement: "
https://m.media-amazon.com/images/I/61d6Kj80QSL.jpg,365637,item_weight,200.0 gram,"DuantoMillete
IELLETSHORTBEAD
Quantum
Naturals
DATESYRUP
M
OuantoMilletes
MILLET
MILLET SHORTBREAD
Enhanced With Psyllium Husk and Fennel
Sweetened with Date Syrup
All day snack for boosting energy
FENE
DELICIOUS,
HEALTHY&
GREATFOR
DIGESTION
ENERGYFROM
SUPERFOOD
FOR ALL AGE
GROUPS.
PSYLUMHUSK
MULTGRAN
Net Weight 200gm","Type: item_weight | OCR: DuantoMillete
IELLETSHORTBEAD
Quantum
Naturals
DATESYRUP
M
OuantoMilletes
MILLET
MILLET SHORTBREAD
Enhanced With Psyllium Husk and Fennel
Sweetened with Date Syrup
All day snack for boosting energy
FENE
DELICIOUS,
HEALTHY&
GREATFOR
DIGESTION
ENERGYFROM
SUPERFOOD
FOR ALL AGE
GROUPS.
PSYLUMHUSK
MULTGRAN
Net Weight 200gm | Extracted Measurement: 200 g"
https://m.media-amazon.com/images/I/71bvOuz9w1L.jpg,365637,item_weight,200.0 gram,"ruantoMillete
Quantum
Naturals
DATESYRUP
uantoMilletex
MILLET SHORTBREAD
Enhanced With Psyllium Husk and Fenne!
Sweetened with Date Syrup
All day snack for boosting energy
THY
DIGESTION
ENERGY FRON
ERFO
Net Weight200gn","Type: item_weight | OCR: ruantoMillete
Quantum
Naturals
DATESYRUP
uantoMilletex
MILLET SHORTBREAD
Enhanced With Psyllium Husk and Fenne!
Sweetened with Date Syrup
All day snack for boosting energy
THY
DIGESTION
ENERGY FRON
ERFO
Net Weight200gn | Extracted Measurement: 200 g"
https://m.media-amazon.com/images/I/71l0M0tMGjL.jpg,365637,item_weight,200.0 gram,"AllNatural
Ingredients
JruartoMilete
METSOR
Quantum
Naturals
OuantoMilletex
Date syrup
Fennel
MILLET SHORTBREAD
Enhanced With Psyllium Husk and Fennel
Sweetened with Date Syrupe
All day snack for boosting energy
Millet
Psyllium Husk
Net Weight200gm
Multigrains","Type: item_weight | OCR: AllNatural
Ingredients
JruartoMilete
METSOR
Quantum
Naturals
OuantoMilletex
Date syrup
Fennel
MILLET SHORTBREAD
Enhanced With Psyllium Husk and Fennel
Sweetened with Date Syrupe
All day snack for boosting energy
Millet
Psyllium Husk
Net Weight200gm
Multigrains | Extracted Measurement: 200 g"
https://m.media-amazon.com/images/I/71Lpqdrpi4L.jpg,365637,item_weight,200.0 gram,"All day snack
for boosting energy
All Natural
Ingredients
DuantoCMillete
Quantum
Improves
Quick source
Naturals
Digestion
of Energy
OuantMilletex
MILLET SHORTBREAD
Rich in fibre
Delicious in
Enhanced With Psyllium Husk and Fennel
Sweetened with Date Syrup
andvitamins
taste
All day snack for boosting energy
Net Weight200 gm
Contains superfood in
combination with Millets
and Multigrains","Type: item_weight | OCR: All day snack
for boosting energy
All Natural
Ingredients
DuantoCMillete
Quantum
Improves
Quick source
Naturals
Digestion
of Energy
OuantMilletex
MILLET SHORTBREAD
Rich in fibre
Delicious in
Enhanced With Psyllium Husk and Fennel
Sweetened with Date Syrup
andvitamins
taste
All day snack for boosting energy
Net Weight200 gm
Contains superfood in
combination with Millets
and Multigrains | Extracted Measurement: 200 g"
https://m.media-amazon.com/images/I/71jLIbCcwOL.jpg,365637,item_weight,100.0 gram,"Nutrition Facts.
Value per 100g
Value per Serving
Energy,kcal/100g
566.76
202.4
Protein,g/100g
6.25
2.23
Total Carbohydrate,g/100g
57.93
20.69
Total Fat,g/100g
30.64
10.94
Vitamin A,mcg/100g
0
0
Vitamin C,mg/100g
5.99
2.1
Total Sugar (sucrose),g/100g
5.99
2.14
Dietary Fibre,g/100g
2.31
0.83
Calories from fat (Kcal/100gm)
275.76
98.49
Sodium, mg/100g
24.28
8.67
Calcium, mg/100g
52.42
18.72
Iron, mg/100g
2.78
1.0
Saturated Fatty Acid, g/100g
19.41
6.9
Trans Fatty Acid, g/100g
0
0
Cholesterol, mg/100g
0
0","Type: item_weight | OCR: Nutrition Facts.
Value per 100g
Value per Serving
Energy,kcal/100g
566.76
202.4
Protein,g/100g
6.25
2.23
Total Carbohydrate,g/100g
57.93
20.69
Total Fat,g/100g
30.64
10.94
Vitamin A,mcg/100g
0
0
Vitamin C,mg/100g
5.99
2.1
Total Sugar (sucrose),g/100g
5.99
2.14
Dietary Fibre,g/100g
2.31
0.83
Calories from fat (Kcal/100gm)
275.76
98.49
Sodium, mg/100g
24.28
8.67
Calcium, mg/100g
52.42
18.72
Iron, mg/100g
2.78
1.0
Saturated Fatty Acid, g/100g
19.41
6.9
Trans Fatty Acid, g/100g
0
0
Cholesterol, mg/100g
0
0 | Extracted Measurement: 100 g"
https://m.media-amazon.com/images/I/718EdwGgyVL.jpg,365637,item_weight,200.0 gram,"Available in
TWO OTHER DIFFERENT
FLAVOURS
Quantum
Quantum
Quantum
Naturals
Naturals
Naturals
OuantoMill
OuantoMill
OuantoMilletes
MILLET SHORTBREAD
MILLET SHORTBREAD
MILLET SHORTBREAD
Enhanced With Psyllium Husk and
Enhanced With Psyllium Husk and
Sweetened with Date Syrup
Enhanced With Psyllium Husk and Fennele
Sweetened with Coco Butter
Sweetened with Jaggery
All day snack for boosting ene
All day snack for boosting enel
All day snack for boosting energy
Net Weight200 gm
Net Weight200 gm
Net Weight200 gm","Type: item_weight | OCR: Available in
TWO OTHER DIFFERENT
FLAVOURS
Quantum
Quantum
Quantum
Naturals
Naturals
Naturals
OuantoMill
OuantoMill
OuantoMilletes
MILLET SHORTBREAD
MILLET SHORTBREAD
MILLET SHORTBREAD
Enhanced With Psyllium Husk and
Enhanced With Psyllium Husk and
Sweetened with Date Syrup
Enhanced With Psyllium Husk and Fennele
Sweetened with Coco Butter
Sweetened with Jaggery
All day snack for boosting ene
All day snack for boosting enel
All day snack for boosting energy
Net Weight200 gm
Net Weight200 gm
Net Weight200 gm | Extracted Measurement: 200 g"
https://m.media-amazon.com/images/I/713twQgCHSL.jpg,487566,item_weight,5.0 kilogram,"baubee
0 - 6 MONTHS
UPTO 5 KGS
Kgs","Type: item_weight | OCR: baubee
0 - 6 MONTHS
UPTO 5 KGS
Kgs | Extracted Measurement: 5 kg"
https://m.media-amazon.com/images/I/61I0O1qJbhS.jpg,767202,item_weight,60.0 pound,"Unsere Produkte reduzieren die Betriebskosten
den hohen technischenParameter und die
Druckqualitatbei.","Type: item_weight | OCR: Unsere Produkte reduzieren die Betriebskosten
den hohen technischenParameter und die
Druckqualitatbei. | Extracted Measurement: "
https://m.media-amazon.com/images/I/61eOO5IW4NL.jpg,369753,item_volume,3.0 cubic foot,"HOW TO USE
1 TEST
2 PREP
Take a easy skin allergy test
Skin care and moisturizing before use
3 CUT
4STICK
Cut to the size as required
Cover the areas that need","Type: item_volume | OCR: HOW TO USE
1 TEST
2 PREP
Take a easy skin allergy test
Skin care and moisturizing before use
3 CUT
4STICK
Cut to the size as required
Cover the areas that need | Extracted Measurement: "
https://m.media-amazon.com/images/I/716AQpAJjZL.jpg,731432,item_weight,227 gram,"Storage
Store in a cool
dry place after
opening
Collagen
nROU
Peptides Powder
Chewable
C-500
Joint and Bone Health
Astaxanthin
Promotes Healthy Skin
Antioxidant Protection
Clinically Tested
4mg
NET WT.8 OZ.(227g)
100 Tablets
Cellular Protection
Potent Free Radical Neut","Type: item_weight | OCR: Storage
Store in a cool
dry place after
opening
Collagen
nROU
Peptides Powder
Chewable
C-500
Joint and Bone Health
Astaxanthin
Promotes Healthy Skin
Antioxidant Protection
Clinically Tested
4mg
NET WT.8 OZ.(227g)
100 Tablets
Cellular Protection
Potent Free Radical Neut | Extracted Measurement: 4 mg"
https://m.media-amazon.com/images/I/71FVeRd2jqL.jpg,709627,item_weight,100 gram,"1004
S
OF CHARGES
RECHARGEABLE CELL 9OOmAh
DURACELL","Type: item_weight | OCR: 1004
S
OF CHARGES
RECHARGEABLE CELL 9OOmAh
DURACELL | Extracted Measurement: "
https://m.media-amazon.com/images/I/81njuNSPdjL.jpg,639090,item_weight,190.0 gram,"Ehrmann
Grand Dessert Schoko
Emulgator E 472bAromaStickstoff.
Nahrwertangaben pro 100g:
DE
SN006
Energie
S=
EG
520 kJ(124 kcal)
Fett
5,0g
davon gesattigte Fettsauren
3,3g
Kohlenhydrate
17,0g
002971
B=
EG
davon Zucker
14,0g
EiweiB
2,7g
(siehe Deckel)
Salz
0,10g
Ehrmann GmbH
Hauptstr.19
87770 Oberschonegg
e190g
4
www.ehrmann.de","Type: item_weight | OCR: Ehrmann
Grand Dessert Schoko
Emulgator E 472bAromaStickstoff.
Nahrwertangaben pro 100g:
DE
SN006
Energie
S=
EG
520 kJ(124 kcal)
Fett
5,0g
davon gesattigte Fettsauren
3,3g
Kohlenhydrate
17,0g
002971
B=
EG
davon Zucker
14,0g
EiweiB
2,7g
(siehe Deckel)
Salz
0,10g
Ehrmann GmbH
Hauptstr.19
87770 Oberschonegg
e190g
4
www.ehrmann.de | Extracted Measurement: 100 g"
https://m.media-amazon.com/images/I/51xfRlxWIXL.jpg,639090,item_weight,100.0 gram,"Nahrwertangaben pro 100g:
Energie
520 kJ (124 kcal)
Fett
5,0g
davon gesattigte Fettsauren
3,3g
Kohlenhydrate
17,0g
davonZucker
14,0g
EiweiB
2,7g
0,10g","Type: item_weight | OCR: Nahrwertangaben pro 100g:
Energie
520 kJ (124 kcal)
Fett
5,0g
davon gesattigte Fettsauren
3,3g
Kohlenhydrate
17,0g
davonZucker
14,0g
EiweiB
2,7g
0,10g | Extracted Measurement: 100 g"
https://m.media-amazon.com/images/I/71duwM3SjpL.jpg,459516,item_weight,600 milligram,"Award Winning -
Clinically Proven Ashwagandha*
Supports
TM
Aarogya360+
Stress & Anxiety Buster*
J
Improve Sleep Quality*
J
Strength & Stamina*
.
KSM-66
Ashwagandha
5% withanolides
anti-caking
agents.
KSM-66
Ashwagandha
600 mg.60
VcapsPlus","Type: item_weight | OCR: Award Winning -
Clinically Proven Ashwagandha*
Supports
TM
Aarogya360+
Stress & Anxiety Buster*
J
Improve Sleep Quality*
J
Strength & Stamina*
.
KSM-66
Ashwagandha
5% withanolides
anti-caking
agents.
KSM-66
Ashwagandha
600 mg.60
VcapsPlus | Extracted Measurement: 600 mg"
https://m.media-amazon.com/images/I/612xIhPMHqL.jpg,630869,item_weight,3.2 gram,"0.03 INCH
0.8MM
0.12 INCH
3MM
1.60 INCH
(40.7MM)
Net Weight:3.2G
S
Forever In My Hean
925 SterlingSilver
Customizable
6.3+2 INCH Extend Chain
(160mm+50MM)
Manual measurement, the size may be slightly different from the physical.","Type: item_weight | OCR: 0.03 INCH
0.8MM
0.12 INCH
3MM
1.60 INCH
(40.7MM)
Net Weight:3.2G
S
Forever In My Hean
925 SterlingSilver
Customizable
6.3+2 INCH Extend Chain
(160mm+50MM)
Manual measurement, the size may be slightly different from the physical. | Extracted Measurement: 3.2 g"
https://m.media-amazon.com/images/I/51b9JEHOriL.jpg,630869,item_weight,6.5 gram,"Weight:6.5g
Length:19cm+5cm","Type: item_weight | OCR: Weight:6.5g
Length:19cm+5cm | Extracted Measurement: 6.5 g"
https://m.media-amazon.com/images/I/81lgxfKqUUL.jpg,881883,item_weight,160.0 gram,"BELLA
ELEGANT JACOUARD WINDOW CURTAIN
WITH ATTACHED VALANCE
Description:
Color:Beige
Blue
Brick
160GSM JAQUARD+FANCYVALANCE
BURGUNDY
GreyLIGHT BROWN
Fabric Content:100%Polyester.
 Light taupe
Size:54""x84""+18""
VENICE COLLECTIONS, INC.
RN#131381
MADE IN CHINA
WARNING
TO AVOID ANY DANGER OF SUFFOCATION KEEP AWAY FROM BABIES AND
CHILDREN.DONOT USE IN CRIBS BEDS.CARRIAGES OR PLAYPENS
THIS BAG IS NOT A TOY","Type: item_weight | OCR: BELLA
ELEGANT JACOUARD WINDOW CURTAIN
WITH ATTACHED VALANCE
Description:
Color:Beige
Blue
Brick
160GSM JAQUARD+FANCYVALANCE
BURGUNDY
GreyLIGHT BROWN
Fabric Content:100%Polyester.
 Light taupe
Size:54""x84""+18""
VENICE COLLECTIONS, INC.
RN#131381
MADE IN CHINA
WARNING
TO AVOID ANY DANGER OF SUFFOCATION KEEP AWAY FROM BABIES AND
CHILDREN.DONOT USE IN CRIBS BEDS.CARRIAGES OR PLAYPENS
THIS BAG IS NOT A TOY | Extracted Measurement: 160 g"
https://m.media-amazon.com/images/I/814sAvV89SL.jpg,558374,item_weight,42.0 gram,"Nutrition Facts.
3 Pieces (42g)
Serving size
Amount Per Serving
160
Calories
% Daily Value*
Total Fat Og
0%
Saturated Fat 0g
0%
Trans Fat Og
Cholesterol Omg
0%
Sodium 15mg
1%
Total Carbohydrate 39g
14%
Dietary Fiber 0g
0%
Total Sugars 28g
Includes 28g Added Sugars.
56%
Protein 0g
0%
Vitamin D 0mcg
0%
Calcium Omg
0%
Iron 0mg
0%
Potassium Omg
0%
* The % Daily Value (DV) tells you how much a nutrient in a
serving of food contributes to a daily diet. 2,000 calories a
day is used for general nutrition advice..
Ingredients: Sugar, Glucose, Agar, Citric
Acid, Canola Oil, Natural & Artificial.
Flavors, Artificial Colors.","Type: item_weight | OCR: Nutrition Facts.
3 Pieces (42g)
Serving size
Amount Per Serving
160
Calories
% Daily Value*
Total Fat Og
0%
Saturated Fat 0g
0%
Trans Fat Og
Cholesterol Omg
0%
Sodium 15mg
1%
Total Carbohydrate 39g
14%
Dietary Fiber 0g
0%
Total Sugars 28g
Includes 28g Added Sugars.
56%
Protein 0g
0%
Vitamin D 0mcg
0%
Calcium Omg
0%
Iron 0mg
0%
Potassium Omg
0%
* The % Daily Value (DV) tells you how much a nutrient in a
serving of food contributes to a daily diet. 2,000 calories a
day is used for general nutrition advice..
Ingredients: Sugar, Glucose, Agar, Citric
Acid, Canola Oil, Natural & Artificial.
Flavors, Artificial Colors. | Extracted Measurement: 42 g"
https://m.media-amazon.com/images/I/61cMeogK8gL.jpg,601746,item_weight,26.0 gram,"BALLwEIGHT:26 Grams
BALL DIAMETER: 74mm
NOMBER OF HOLES: 4O","Type: item_weight | OCR: BALLwEIGHT:26 Grams
BALL DIAMETER: 74mm
NOMBER OF HOLES: 4O | Extracted Measurement: 26 gram"
https://m.media-amazon.com/images/I/811VfR10yxL.jpg,752266,wattage,0.55 watt,"Specification:
Product name: Solar Sensor Wall Lights
Quantity: 2PCS
Solar panel: 5.5V, 0.55w
LED: 144 LED
Sensor angle: 120 degrees
Sensor distance: 3-7m
 Protection level: IP65 waterproof
Charging time: 8 hours in the sunlight.
 Function Switch:
 1. The first work mode: continuously bright light
2. The 2nd work mode: the lights will illuminate with a
constant light in dark places, when people go through.
 will turn to dim after people leave the induction area.
 people leave the induction area..
 Made in China","Type: wattage | OCR: Specification:
Product name: Solar Sensor Wall Lights
Quantity: 2PCS
Solar panel: 5.5V, 0.55w
LED: 144 LED
Sensor angle: 120 degrees
Sensor distance: 3-7m
 Protection level: IP65 waterproof
Charging time: 8 hours in the sunlight.
 Function Switch:
 1. The first work mode: continuously bright light
2. The 2nd work mode: the lights will illuminate with a
constant light in dark places, when people go through.
 will turn to dim after people leave the induction area.
 people leave the induction area..
 Made in China | Extracted Measurement: "
https://m.media-amazon.com/images/I/71WLYfmMqQL.jpg,254449,item_weight,50.0 milligram,"Zinc
50 mg
Non-GMO
Sans OGM
250
tablets
comprimes
NPN80006007","Type: item_weight | OCR: Zinc
50 mg
Non-GMO
Sans OGM
250
tablets
comprimes
NPN80006007 | Extracted Measurement: 50 mg"
https://m.media-amazon.com/images/I/61Dq3LRei9L.jpg,523149,item_weight,10.0 kilogram,"RINFIT
SILICONE RINGS","Type: item_weight | OCR: RINFIT
SILICONE RINGS | Extracted Measurement: "
https://m.media-amazon.com/images/I/71XK5d3Oh9L.jpg,416664,wattage,49.0 watt,,Type: wattage | OCR: nan | Extracted Measurement: 
https://m.media-amazon.com/images/I/61kyBEJYDeL.jpg,459516,item_weight,500 milligram,"Herbal max
Discover wellness
GREEN
COFFEE
BURN FAT
Enhances Mood*
60
Improves Digestion*
500MG
Dietary Supplement
CAPSULES","Type: item_weight | OCR: Herbal max
Discover wellness
GREEN
COFFEE
BURN FAT
Enhances Mood*
60
Improves Digestion*
500MG
Dietary Supplement
CAPSULES | Extracted Measurement: 500 mg"
https://m.media-amazon.com/images/I/71uQmsTESvL.jpg,459516,item_weight,500 milligram,"BENEFITSOFGREEN COFFEE
S`Herbal max
Discover wellness
30
Helps Control
Supports Blood
Appetite*
Sugar Level*
Supports Weight
Supports Immune
managment*
System*
Boosts
Healthy
Herbal max
Metabolism*
Discover welln
Digestion*
GREEN
COFFEE
BURNFAT
Enhance
Supports
Mood*
Fat Burn*
Enhances Mood*
Improves Digestion*
60
500MG
Dietary Supplement
CAPSULES","Type: item_weight | OCR: BENEFITSOFGREEN COFFEE
S`Herbal max
Discover wellness
30
Helps Control
Supports Blood
Appetite*
Sugar Level*
Supports Weight
Supports Immune
managment*
System*
Boosts
Healthy
Herbal max
Metabolism*
Discover welln
Digestion*
GREEN
COFFEE
BURNFAT
Enhance
Supports
Mood*
Fat Burn*
Enhances Mood*
Improves Digestion*
60
500MG
Dietary Supplement
CAPSULES | Extracted Measurement: 500 mg"
https://m.media-amazon.com/images/I/71jG8BOi4WL.jpg,241608,item_weight,16.0 gram,"16G Thick High Grade 304 Stainless Steel
-Anti-Scratch-
Anti-Rust
Water Repellent-
Stain Resistant & Anti-bacterial Protection ","Type: item_weight | OCR: 16G Thick High Grade 304 Stainless Steel
-Anti-Scratch-
Anti-Rust
Water Repellent-
Stain Resistant & Anti-bacterial Protection  | Extracted Measurement: 16 g"
https://m.media-amazon.com/images/I/61390hosjFL.jpg,308856,item_weight,8 kilogram,"2KG FREE
DOS FOOD ONLY
NEW
NEW
HPURINA
8KG + z
SUPERCOAT
26%
PUPPYIUPTOI
on
PURINA
ar
12%
WITHCHICKEN
SUPERCOAT,
re
PUPPYIUPTOI
30
27
WITH CHICKEN
SMARTBL
TEETH
MUNESUPPORT
SMARTBLEND
ATURAL-NO ARTIPXALCOLOURSAFLAVOUR
RECISENUTRTIONFORWH","Type: item_weight | OCR: 2KG FREE
DOS FOOD ONLY
NEW
NEW
HPURINA
8KG + z
SUPERCOAT
26%
PUPPYIUPTOI
on
PURINA
ar
12%
WITHCHICKEN
SUPERCOAT,
re
PUPPYIUPTOI
30
27
WITH CHICKEN
SMARTBL
TEETH
MUNESUPPORT
SMARTBLEND
ATURAL-NO ARTIPXALCOLOURSAFLAVOUR
RECISENUTRTIONFORWH | Extracted Measurement: 2 kg"
https://m.media-amazon.com/images/I/71PDbPb275L.jpg,459516,item_volume,500.0 millilitre,"/191
Nature's Way To Wellness
EASY TO
SWALLOW
& DIGEST
Our capsules
are designed
to be easily
swallowed
and digested,
manufactured
in the EU
using the
ORGANIC
highest quality
ingredients.
TRIBULUS
1500
90
RAYS
MADE IN
3D PARTY TESTED
EU.
GMP CERTIFIED
SUAEN
PRACTICE","Type: item_volume | OCR: /191
Nature's Way To Wellness
EASY TO
SWALLOW
& DIGEST
Our capsules
are designed
to be easily
swallowed
and digested,
manufactured
in the EU
using the
ORGANIC
highest quality
ingredients.
TRIBULUS
1500
90
RAYS
MADE IN
3D PARTY TESTED
EU.
GMP CERTIFIED
SUAEN
PRACTICE | Extracted Measurement: "
